-20.000000  1340.531200
-19.798995  1260.096980
-19.597990  1182.630865
-19.396985  1108.067203
-19.195980  1036.341008
-18.994975  967.387968
-18.793970  901.144437
-18.592965  837.547442
-18.391960  776.534678
-18.190955  718.044510
-17.989950  662.015976
-17.788945  608.388779
-17.587940  557.103295
-17.386935  508.100571
-17.185930  461.322320
-16.984925  416.710929
-16.783920  374.209453
-16.582915  333.761616
-16.381910  295.311815
-16.180905  258.805113
-15.979899  224.187246
-15.778894  191.404619
-15.577889  160.404307
-15.376884  131.134054
-15.175879  103.542276
-14.974874  77.578056
-14.773869  53.191150
-14.572864  30.331981
-14.371859  8.951645
-14.170854  -10.998093
-13.969849  -29.564801
-13.768844  -46.795373
-13.567839  -62.736035
-13.366834  -77.432344
-13.165829  -90.929184
-12.964824  -103.270772
-12.763819  -114.500654
-12.562814  -124.661706
-12.361809  -133.796134
-12.160804  -141.945474
-11.959799  -149.150593
-11.758794  -155.451687
-11.557789  -160.888282
-11.356784  -165.499234
-11.155779  -169.322731
-10.954774  -172.396288
-10.753769  -174.756753
-10.552764  -176.440302
-10.351759  -177.482442
-10.150754  -177.918009
-9.949749  -177.781171
-9.748744  -177.105424
-9.547739  -175.923595
-9.346734  -174.267842
-9.145729  -172.169652
-8.944724  -169.659841
-8.743719  -166.768557
-8.542714  -163.525278
-8.341709  -159.958810
-8.140704  -156.097291
-7.939698  -151.968188
-7.738693  -147.598300
-7.537688  -143.013754
-7.336683  -138.240006
-7.135678  -133.301846
-6.934673  -128.223391
-6.733668  -123.028088
-6.532663  -117.738717
-6.331658  -112.377383
-6.130653  -106.965527
-5.929648  -101.523915
-5.728643  -96.072646
-5.527638  -90.631148
-5.326633  -85.218179
-5.125628  -79.851829
-4.924623  -74.549514
-4.723618  -69.327984
-4.522613  -64.203317
-4.321608  -59.190922
-4.120603  -54.305537
-3.919598  -49.561232
-3.718593  -44.971404
-3.517588  -40.548783
-3.316583  -36.305427
-3.115578  -32.252727
-2.914573  -28.401399
-2.713568  -24.761494
-2.512563  -21.342391
-2.311558  -18.152800
-2.110553  -15.200758
-1.909548  -12.493636
-1.708543  -10.038133
-1.507538  -7.840278
-1.306533  -5.905431
-1.105528  -4.238282
-0.904523  -2.842849
-0.703518  -1.722484
-0.502513  -0.879865
-0.301508  -0.317003
-0.100503  -0.035236
0.100503  -0.035236
0.301508  -0.317003
0.502513  -0.879865
0.703518  -1.722484
0.904523  -2.842849
1.105528  -4.238282
1.306533  -5.905431
1.507538  -7.840278
1.708543  -10.038133
1.909548  -12.493636
2.110553  -15.200758
2.311558  -18.152800
2.512563  -21.342391
2.713568  -24.761494
2.914573  -28.401399
3.115578  -32.252727
3.316583  -36.305427
3.517588  -40.548783
3.718593  -44.971404
3.919598  -49.561232
4.120603  -54.305537
4.321608  -59.190922
4.522613  -64.203317
4.723618  -69.327984
4.924623  -74.549514
5.125628  -79.851829
5.326633  -85.218179
5.527638  -90.631148
5.728643  -96.072646
5.929648  -101.523915
6.130653  -106.965527
6.331658  -112.377383
6.532663  -117.738717
6.733668  -123.028088
6.934673  -128.223391
7.135678  -133.301846
7.336683  -138.240006
7.537688  -143.013754
7.738693  -147.598300
7.939698  -151.968188
