-20.000000;0.000000;1141.066000
-19.595960;0.000000;994.103586
-19.191919;0.000000;858.327901
-18.787879;0.000000;733.232380
-18.383838;0.000000;618.321011
-17.979798;0.000000;513.108336
-17.575758;0.000000;417.119449
-17.171717;0.000000;329.889999
-16.767677;0.000000;250.966187
-16.363636;0.000000;179.904768
-15.959596;0.000000;116.273051
-15.555556;0.000000;59.648899
-15.151515;0.000000;9.620726
-14.747475;0.000000;-34.212498
-14.343434;0.000000;-72.241250
-13.939394;0.000000;-104.845456
-13.535354;0.000000;-132.394486
-13.131313;0.000000;-155.247156
-12.727273;0.000000;-173.751731
-12.323232;0.000000;-188.245921
-11.919192;0.000000;-199.056883
-11.515152;0.000000;-206.501220
-11.111111;0.000000;-210.884983
-10.707071;0.000000;-212.503668
-10.303030;0.000000;-211.642217
-9.898990;0.000000;-208.575021
-9.494949;0.000000;-203.565916
-9.090909;0.000000;-196.868185
-8.686869;0.000000;-188.724556
-8.282828;0.000000;-179.367206
-7.878788;0.000000;-169.017758
-7.474747;0.000000;-157.887279
-7.070707;0.000000;-146.176286
-6.666667;0.000000;-134.074741
-6.262626;0.000000;-121.762052
-5.858586;0.000000;-109.407074
-5.454545;0.000000;-97.168110
-5.050505;0.000000;-85.192907
-4.646465;0.000000;-73.618660
-4.242424;0.000000;-62.572011
-3.838384;0.000000;-52.169047
-3.434343;0.000000;-42.515304
-3.030303;0.000000;-33.705762
-2.626263;0.000000;-25.824848
-2.222222;0.000000;-18.946437
-1.818182;0.000000;-13.133850
-1.414141;0.000000;-8.439853
-1.010101;0.000000;-4.906661
-0.606061;0.000000;-2.565934
-0.202020;0.000000;-1.438778
0.202020;0.000000;-1.535748
0.606061;0.000000;-2.856843
1.010101;0.000000;-5.391509
1.414141;0.000000;-9.118641
1.818182;0.000000;-14.006577
2.222222;0.000000;-20.013104
2.626263;0.000000;-27.085454
3.030303;0.000000;-35.160307
3.434343;0.000000;-44.163789
3.838384;0.000000;-54.011472
4.242424;0.000000;-64.608375
4.646465;0.000000;-75.848963
5.050505;0.000000;-87.617149
5.454545;0.000000;-99.786292
5.858586;0.000000;-112.219195
6.262626;0.000000;-124.768112
6.666667;0.000000;-137.274741
7.070707;0.000000;-149.570225
7.474747;0.000000;-161.475158
7.878788;0.000000;-172.799576
8.282828;0.000000;-183.342964
8.686869;0.000000;-192.894253
9.090909;0.000000;-201.231821
9.494949;0.000000;-208.123492
9.898990;0.000000;-213.326536
10.303030;0.000000;-216.587672
10.707071;0.000000;-217.643062
11.111111;0.000000;-216.218316
11.515152;0.000000;-212.028493
11.919192;0.000000;-204.778095
12.323232;0.000000;-194.161073
12.727273;0.000000;-179.860822
13.131313;0.000000;-161.550186
13.535354;0.000000;-138.891455
13.939394;0.000000;-111.536365
14.343434;0.000000;-79.126099
14.747475;0.000000;-41.291285
15.151515;0.000000;2.347999
15.555556;0.000000;52.182232
15.959596;0.000000;108.612445
16.363636;0.000000;172.050222
16.767677;0.000000;242.917702
17.171717;0.000000;321.647574
17.575758;0.000000;408.683085
17.979798;0.000000;504.478033
18.383838;0.000000;609.496769
18.787879;0.000000;724.214198
19.191919;0.000000;849.115780
19.595960;0.000000;984.697525
20.000000;0.000000;1131.466000
-20.000000;0.500000;1532.476000
-19.595960;0.500000;1369.788713
-19.191919;0.500000;1218.610530
-18.787879;0.500000;1078.434887
-18.383838;0.500000;948.765771
-17.979798;0.500000;829.117724
-17.575758;0.500000;719.015840
-17.171717;0.500000;617.995768
-16.767677;0.500000;525.603710
-16.363636;0.500000;441.396421
-15.959596;0.500000;364.941209
-15.555556;0.500000;295.815936
-15.151515;0.500000;233.609018
-14.747475;0.500000;177.919425
-14.343434;0.500000;128.356677
-13.939394;0.500000;84.540852
-13.535354;0.500000;46.102579
-13.131313;0.500000;12.683040
-12.727273;0.500000;-16.066029
-12.323232;0.500000;-40.482337
-11.919192;0.500000;-60.893042
-11.515152;0.500000;-77.614747
-11.111111;0.500000;-90.953502
-10.707071;0.500000;-101.204803
-10.303030;0.500000;-108.653595
-9.898990;0.500000;-113.574265
-9.494949;0.500000;-116.230652
-9.090909;0.500000;-116.876036
-8.686869;0.500000;-115.753148
-8.282828;0.500000;-113.094164
-7.878788;0.500000;-109.120705
-7.474747;0.500000;-104.043842
-7.070707;0.500000;-98.064088
-6.666667;0.500000;-91.371407
-6.262626;0.500000;-84.145207
-5.858586;0.500000;-76.554344
-5.454545;0.500000;-68.757118
-5.050505;0.500000;-60.901278
-4.646465;0.500000;-53.124020
-4.242424;0.500000;-45.551983
-3.838384;0.500000;-38.301257
-3.434343;0.500000;-31.477376
-3.030303;0.500000;-25.175321
-2.626263;0.500000;-19.479519
-2.222222;0.500000;-14.463845
-1.818182;0.500000;-10.191618
-1.414141;0.500000;-6.715608
-1.010101;0.500000;-4.078026
-0.606061;0.500000;-2.310534
-0.202020;0.500000;-1.434239
0.202020;0.500000;-1.459693
0.606061;0.500000;-2.386898
1.010101;0.500000;-4.205299
1.414141;0.500000;-6.893789
1.818182;0.500000;-10.420709
2.222222;0.500000;-14.743845
2.626263;0.500000;-19.810428
3.030303;0.500000;-25.557139
