X,Y
4803.43258,1.12707214
5918.74053,2.07308889
7294.29226,3.63974206
8991.12939,5.83493786
11085.7062,8.99073652
13673.5571,13.5222134
16648.8208,19.8970537
19410.8886,27.4816628
21518.1075,35.1209916
23144.1063,42.9531428
24479.1562,50.972656
25630.8889,58.9368152
26838.6267,67.1402309
28293.2911,75.3861417
30124.9272,83.122236
32728.0832,90.7608561
36395.9646,97.694888
