2831	13243	20283	0	2196	0
18310	10237	20458	0	2223	0
20123	20058	8573	1	2244	0.685455
20322	20145	15712	1	2299	0.242221
11605	18397	20476	0	2315	0
3936	9225	20282	0	2339	0
20175	20174	9043	1	2368	0.451848
20425	20012	12761	1	2377	0.0909995
20263	20154	16309	1	2425	0.892128
20445	20124	8687	1	2443	0.446214
13217	11023	20469	0	2446	0
20304	20004	6529	1	2450	0.434902
20387	20245	6081	1	2473	0.0463147
2566	16287	20212	0	2479	0
20241	20258	1843	1	2483	0.0426734
20153	20319	8903	1	2489	0.0791698
20473	20092	5553	1	2559	0.114872
20294	20083	5054	1	2595	0.0730743
20172	20036	12614	1	2605	0.0169103
15239	11694	20459	0	2610	0
20381	20343	11806	1	2620	0.0144304
13231	4033	20450	0	2635	0
20260	20498	6266	1	2649	0.937002
20422	20303	4442	1	2651	0.491337
13026	1484	20421	0	2653	0
5553	13649	20040	0	2662	0
10902	14498	20118	0	2717	0
20479	20043	12097	1	2726	0.430098
20185	20136	6555	1	2775	0.883213
20277	20327	9446	1	2780	0.367787
5823	16997	20273	0	2799	0
20478	20431	5410	1	2807	0.292179
12495	17481	20095	0	2808	0
2339	18225	20106	0	2837	0
20496	20299	2061	1	2850	0.900434
20036	20343	9950	1	2905	0.161823
20381	20277	6440	1	2922	0.480877
20239	20346	11559	1	2929	0.21942
19201	17290	20483	0	2939	0
1277	11942	20354	0	2945	0
15201	12776	20092	0	2954	0
20169	20278	8732	1	2966	0.354303
8474	19411	20064	0	2970	0
19308	302	20323	0	2973	0
5162	15660	20315	0	2975	0
20267	20359	16596	1	3000	0.746361
5608	17814	20444	0	3019	0
20054	20118	10960	1	3021	0.173692
20201	20141	16373	1	3072	0.326888
20285	20274	18965	1	3109	0.705818
20468	20494	2061	1	3118	0.756493
20125	20079	8478	1	3120	0.387715
20064	20030	18506	1	3158	0.16787
20250	20164	9729	1	3162	0.778028
16199	17461	20225	0	3169	0
20189	20215	5823	1	3186	0.109175
20178	20048	12957	1	3294	0.511879
12086	1941	20209	0	3296	0
9120	14904	20082	0	3311	0
20291	20137	5816	1	3313	0.704938
12957	12582	20235	0	3314	0
20154	20216	18736	1	3341	0.576986
20340	20263	9047	1	3342	0.717493
20068	20245	2855	1	3353	0.88559
20238	20410	15132	1	3366	0.0624944
20416	20255	9762	1	3377	0.917016
14162	17288	20144	0	3401	0
20326	20427	16191	1	3504	0.496534
20064	20270	14814	1	3550	0.375513
20407	20476	9201	1	3552	0.166921
20092	20306	13231	1	3564	0.200912
8776	11462	20257	0	3620	0
20215	20155	3315	1	3648	0.831989
12427	15479	20363	0	3662	0
20491	20352	15887	1	3682	0.201875
20310	20281	15270	1	3720	0.291529
20299	20362	9513	1	3734	0.445289
20477	20065	12957	1	3740	0.0438007
17772	4482	20222	0	3771	0
20100	20029	8494	1	3788	0.70303
20333	20184	1843	1	3811	0.34835
18725	18094	20318	0	3826	0
18297	15454	20463	0	3844	0
19332	13003	20291	0	3863	0
20086	20081	12888	1	3885	0.707722
20058	20459	3026	1	3941	0.296481
5468	19929	20317	0	3955	0
908	9220	20128	0	3967	0
20048	20108	7302	1	3969	0.0484155
20157	20468	8573	1	3974	0.392898
6686	15415	20176	0	4002	0
2642	4442	20347	0	4028	0
20138	20261	15825	1	4044	0.155477
13026	16813	20090	0	4052	0
3519	12255	20192	0	4055	0
20173	20162	8451	1	4081	0.643488
5936	5608	20123	0	4089	0
14329	15390	20264	0	4117	0
17270	17641	20351	0	4123	0
20178	20436	5116	1	4166	0.582133
2960	9455	20268	0	4175	0
16404	13112	20464	0	4181	0
9917	18936	20239	0	4190	0
20404	20107	14814	1	4241	0.209987
20137	20367	2339	1	4313	0.608297
11308	8732	20238	0	4334	0
20137	20159	9513	1	4380	0.36505
20169	20053	10305	1	4414	0.533703
20097	20282	9139	1	4447	0.573939
20353	20114	9661	1	4474	0.990176
6461	16596	20281	0	4480	0
13231	17408	20064	0	4512	0
16287	5240	20295	0	4553	0
12060	2430	20251	0	4574	0
20100	20109	15687	1	4636	0.243182
15672	5823	20389	0	4638	0
16558	2748	20399	0	4643	0
14625	8732	20404	0	4663	0
20329	20036	7924	1	4696	0.825387
20257	20021	8362	1	4711	0.442369
20195	20357	11925	1	4720	0.663005
20107	20159	15687	1	4729	0.0580233
12614	11086	20056	0	4738	0
20173	20308	18506	1	4755	0.04832
20015	20173	6266	1	4758	0.579408
20013	20337	2269	1	4780	0.30288
15515	3806	20289	0	4787	0
20467	20336	3315	1	4815	0.765836
20242	20013	15161	1	4841	0.276085
9120	8477	20047	0	4855	0
20298	20134	2736	1	4862	0.829388
20406	20367	6458	1	4909	0.575836
20391	20485	10693	1	4920	0.955318
3164	14118	20416	0	4932	0
20442	20312	9645	1	4981	0.0874649
20005	20415	5507	1	4998	0.795204
4440	18019	20007	0	5026	0
14463	15825	20013	0	5068	0
4246	11741	20381	0	5101	0
20121	20001	12738	1	5104	0.386287
9627	19928	20300	0	5113	0
12887	10195	20344	0	5126	0
20238	20459	8824	1	5129	0.716521
20085	20365	5364	1	5142	0.874404
20364	20320	2260	1	5165	0.623097
254	7977	20383	0	5176	0
20251	20006	4773	1	5200	0.178244
12629	2291	20041	0	5220	0
20191	20420	15687	1	5240	0.798611
20334	20182	6181	1	5263	0.941303
20488	20104	7488	1	5273	0.0866975
5448	2813	20283	0	5289	0
20002	20293	1712	1	5295	0.632634
15887	8494	20045	0	5321	0
20206	20396	15712	1	5328	0.554681
20057	20402	9627	1	5357	0.381564
6323	8566	20052	0	5386	0
16317	19180	20205	0	5438	0
20034	20351	9645	1	5458	0.953199
20198	20322	742	1	5477	0.299895
20033	20007	2260	1	5496	0.442892
203	7022	20123	0	5522	0
17700	17005	20447	0	5564	0
20337	20396	12888	1	5580	0.988989
18499	302	20335	0	5582	0
13838	12215	20424	0	5583	0
20007	20438	2831	1	5606	0.874797
20275	20397	1804	1	5619	0.361935
20022	20335	2101	1	5690	0.880961
11027	5403	20157	0	5711	0
1	6529	20300	0	5783	0
5816	3906	20294	0	5827	0
20325	20079	9917	1	5846	0.28387
15687	3172	20090	0	5853	0
20221	20215	8494	1	5884	0.0997319
11760	19561	20306	0	5898	0
20000	20160	16191	1	5905	0.0423712
20200	20425	8687	1	5918	0.375264
11343	8557	20139	0	5934	0
20282	20007	2389	1	5954	0.659458
7937	17498	20002	0	5957	0
20300	20091	5448	1	5969	0.356162
20480	20015	15358	1	5995	0.876332
20316	20288	12555	1	6022	0.0231814
20085	20227	1804	1	6081	0.183314
6071	15957	20021	0	6108	0
4482	7526	20235	0	6117	0
20098	20287	5071	1	6119	0.158627
20344	20415	2061	1	6133	0.608521
3315	11661	20203	0	6145	0
3110	19029	20071	0	6205	0
9439	12957	20329	0	6208	0
5017	16987	20494	0	6224	0
9222	16357	20225	0	6226	0
20072	20041	8464	1	6253	0.88986
12478	5049	20313	0	6282	0
20421	20349	8494	1	6293	0.0334603
20450	20003	11925	1	6364	0.308269
14486	2223	20327	0	6365	0
20404	20062	1071	1	6368	0.468868
19548	11429	20491	0	6383	0
2855	19219	20303	0	6404	0
20102	20387	5652	1	6406	0.51642
20465	20218	5553	1	6413	0.547209
20166	20180	15454	1	6458	0.140291
20342	20322	6266	1	6462	0.16446
8709	14348	20318	0	6480	0
13127	12605	20315	0	6507	0
9439	7359	20198	0	6531	0
20438	20162	5410	1	6559	0.940403
8012	19198	20055	0	6566	0
20209	20353	2223	1	6568	0.283292
14610	5608	20221	0	6598	0
19993	19309	20177	0	6605	0
20189	20344	15659	1	6628	0.119389
13447	2228	20199	0	6634	0
17319	5779	20274	0	6665	0
20325	20108	2966	1	6666	0.0643883
7034	19171	20492	0	6712	0
20300	20177	15256	1	6728	0.646573
20301	20356	7480	1	6761	0.669241
20203	20487	3161	1	6767	0.795571
20397	20191	12518	1	6776	0.326953
6097	6625	20490	0	6831	0
20195	20439	16373	1	6857	0.976745
6250	8930	20041	0	6924	0
20001	20021	2291	1	6927	0.208478
15521	9201	20344	0	7001	0
17015	4002	20122	0	7002	0
20143	20256	1158	1	7029	0.291384
14595	9037	20115	0	7043	0
20108	20165	742	1	7050	0.541802
1277	2734	20323	0	7056	0
20278	20366	15394	1	7059	0.377872
20151	20168	1686	1	7068	0.64756
20134	20183	13030	1	7087	0.0237656
20314	20251	13027	1	7098	0.66731
20355	20016	2518	1	7099	0.285177
20390	20469	8494	1	7121	0.680126
20450	20223	15201	1	7125	0.353322
20210	20201	10050	1	7128	0.164143
12195	586	20122	0	7191	0
20068	20272	17056	1	7229	0.778972
20195	20092	2061	1	7234	0.114301
20013	20193	13611	1	7251	0.697589
8779	18730	20190	0	7269	0
9596	8052	20328	0	7297	0
14190	15986	20351	0	7324	0
16026	18526	20175	0	7354	0
791	6257	20159	0	7363	0
20268	20196	12957	1	7400	0.683834
5817	19290	20252	0	7406	0
20200	20486	16535	1	7408	0.279501
20105	20318	2339	1	7449	0.415526
16918	628	20018	0	7475	0
5006	2291	20485	0	7483	0
15957	17749	20114	0	7485	0
20078	20128	9661	1	7576	0.841221
3201	13294	20248	0	7591	0
191	16334	20295	0	7607	0
9513	12193	20141	0	7638	0
8665	17434	20298	0	7657	0
20084	20016	11905	1	7672	0.0655524
20239	20366	1843	1	7689	0.079272
2407	16671	20022	0	7705	0
18171	12998	20093	0	7714	0
20138	20364	628	1	7715	0.26653
20263	20116	3161	1	7723	0.937881
20247	20314	5448	1	7725	0.726014
5158	8353	20043	0	7728	0
8665	13231	20476	0	7740	0
9787	2223	20327	0	7742	0
9645	18277	20361	0	7770	0
15963	5630	20171	0	7797	0
20060	20149	2101	1	7801	0.622413
20373	20258	16087	1	7828	0.103698
18040	9455	20416	0	7873	0
6555	5410	20352	0	7920	0
8691	10111	20469	0	7929	0
7614	8936	20467	0	7941	0
1675	13986	20085	0	7957	0
20073	20130	12116	1	7969	0.735079
20382	20141	2831	1	7980	0.550356
20304	20318	19048	1	7992	0.978014
9917	14893	20146	0	7997	0
12097	6727	20488	0	8012	0
20390	20207	9047	1	8050	0.981271
3839	6181	20050	0	8067	0
2586	6862	20244	0	8095	0
3164	6620	20331	0	8102	0
2490	9960	20053	0	8106	0
20274	20429	15887	1	8111	0.247155
14440	2339	20169	0	8126	0
9755	16725	20217	0	8147	0
20369	20174	1804	1	8157	0.513411
15887	19419	20079	0	8165	0
20013	20205	6023	1	8174	0.563457
9201	2740	20410	0	8182	0
20133	20152	11456	1	8233	0.433572
20107	20070	8573	1	8246	0.828773
20089	20403	9814	1	8252	0.950122
14182	19993	20302	0	8359	0
6099	17431	20435	0	8363	0
20176	20388	5978	1	8370	0.166853
2592	6055	20160	0	8431	0
20466	20246	15144	1	8454	0.367381
13163	9748	20230	0	8474	0
19170	18377	20349	0	8489	0
6257	2901	20492	0	8521	0
11787	9077	20254	0	8551	0
20152	20259	9220	1	8555	0.515664
20053	20106	8475	1	8584	0.515927
3315	18882	20323	0	8586	0
1158	18001	20472	0	8629	0
20324	20118	6512	1	8679	0.922957
20085	20149	4471	1	8704	0.542715
9513	9155	20206	0	8705	0
20490	20492	7512	1	8710	0.336546
20002	20391	10725	1	8740	0.340925
20140	20419	1804	1	8774	0.747914
1277	4177	20420	0	8785	0
9220	10577	20144	0	8828	0
20326	20314	1804	1	8857	0.18876
20256	20344	2966	1	8895	0.00998282
20127	20323	12478	1	9012	0.127573
7359	8597	20057	0	9018	0
6266	16495	20155	0	9043	0
20257	20360	15825	1	9084	0.0561927
20149	20211	7574	1	9099	0.765859
20362	20034	5116	1	9103	0.0869887
20214	20225	6181	1	9138	0.972616
20382	20061	18243	1	9145	0.496475
5188	18390	20314	0	9203	0
20370	20378	15887	1	9255	0.666485
20016	20047	6555	1	9265	0.794101
20391	20102	5816	1	9299	0.922526
20167	20140	1804	1	9320	0.773594
2269	14818	20214	0	9416	0
20179	20281	18845	1	9464	0.0157293
20268	20356	9814	1	9485	0.596074
20496	20184	9043	1	9496	0.877456
9120	2889	20297	0	9546	0
20140	20158	2901	1	9549	0.376537
20298	20493	2901	1	9571	0.704624
20176	20254	7433	1	9639	0.101051
20387	20084	6440	1	9653	0.43795
20013	20122	6323	1	9673	0.850636
6676	5158	20133	0	9676	0
20325	20330	4471	1	9684	0.692151
16199	10353	20490	0	9693	0
2966	7623	20170	0	9728	0
20326	20205	12116	1	9740	0.775196
3916	15887	20449	0	9806	0
20198	20322	13316	1	9844	0.927173
1941	14814	20070	0	9967	0
20420	20034	9762	1	9972	0.0796536
8936	11357	20392	0	10001	0
20025	20441	14619	1	10013	0.589444
20320	20446	17797	1	10017	0.231326
20004	20313	5507	1	10026	0.410682
816	8808	20474	0	10063	0
20072	20339	2730	1	10071	0.758277
20308	20127	570	1	10086	0.209916
20226	20383	2202	1	10099	0.472932
15840	8267	20171	0	10101	0
20376	20055	2202	1	10102	0.469704
20236	20035	17425	1	10153	0.208525
11741	12087	20193	0	10165	0
19065	2369	20394	0	10184	0
2960	8248	20475	0	10234	0
15687	10631	20077	0	10265	0
18677	12420	20195	0	10268	0
9513	3945	20090	0	10314	0
9987	17867	20398	0	10326	0
20430	20456	12738	1	10337	0.388058
20189	20000	16191	1	10390	0.903525
19326	5890	20174	0	10416	0
12614	8709	20439	0	10427	0
20116	20167	3585	1	10467	0.000323761
20200	20072	1659	1	10472	0.109817
10783	16914	20461	0	10474	0
12097	14141	20144	0	10501	0
20196	20066	7130	1	10502	0.968982
15747	5652	20054	0	10541	0
20336	20326	9755	1	10551	0.673326
3714	12331	20386	0	10578	0
13030	9652	20058	0	10582	0
13135	379	20138	0	10586	0
20165	20131	9596	1	10641	0.45422
20307	20003	13220	1	10660	0.248364
10680	15733	20176	0	10694	0
7121	19058	20026	0	10704	0
20220	20479	6071	1	10716	0.37697
20240	20020	12478	1	10741	0.110499
20495	20226	15694	1	10774	0.899232
17068	9369	20290	0	10777	0
20261	20139	3026	1	10855	0.151985
15672	15747	20395	0	10900	0
15068	18082	20465	0	10938	0
20119	20043	2101	1	10951	0.0837372
2892	18903	20003	0	10968	0
9726	8541	20493	0	10989	0
12478	3163	20473	0	10993	0
20433	20174	3949	1	11047	0.875211
16191	10212	20026	0	11098	0
20467	20454	4442	1	11194	0.722746
9762	8361	20077	0	11270	0
20292	20432	13478	1	11272	0.424736
20201	20429	5652	1	11293	0.529804
20081	20206	15144	1	11297	0.177485
14942	14498	20237	0	11358	0
20294	20475	12097	1	11421	0.444413
20145	20408	8732	1	11456	0.040087
20376	20130	2786	1	11473	0.866048
18969	10201	20182	0	11492	0
20376	20251	11905	1	11521	0.716934
5086	11534	20213	0	11599	0
2257	17531	20449	0	11630	0
20003	20400	1229	1	11635	0.863452
14768	4874	20225	0	11656	0
20352	20225	15454	1	11666	0.253283
3949	3823	20396	0	11673	0
19960	791	20257	0	11702	0
2901	12003	20192	0	11706	0
20292	20337	6458	1	11719	0.277597
13231	12567	20190	0	11732	0
20056	20099	16017	1	11752	0.518645
16690	12606	20197	0	11761	0
20479	20005	16050	1	11762	0.194838
11351	6959	20241	0	11767	0
6555	10306	20301	0	11775	0
20252	20486	13220	1	11795	0.259135
20415	20299	8384	1	11797	0.532803
6207	1798	20319	0	11801	0
5229	2960	20168	0	11843	0
13220	10087	20040	0	11866	0
20378	20383	5018	1	11939	0.278371
5257	8385	20158	0	11949	0
20433	20084	15694	1	11966	0.235252
20410	20321	2592	1	11981	0.986406
20352	20362	11605	1	12044	0.76692
20426	20165	19132	1	12052	0.0102756
2736	4882	20232	0	12062	0
20104	20259	1277	1	12071	0.402283
20438	20072	5608	1	12093	0.0412612
6266	10847	20296	0	12114	0
2723	19206	20037	0	12146	0
20472	20193	12478	1	12149	0.712711
20091	20121	13027	1	12191	0.591726
20384	20080	18175	1	12245	0.810845
20353	20314	15733	1	12259	0.825818
20250	20490	9814	1	12293	0.464643
5525	3584	20494	0	12326	0
20241	20419	3936	1	12338	0.248169
20024	20202	5448	1	12344	0.489404
1569	16996	20227	0	12353	0
17675	13126	20032	0	12390	0
10304	2260	20185	0	12417	0
20055	20278	11905	1	12451	0.839122
20010	20103	12291	1	12452	0.929614
14482	12605	20496	0	12461	0
6778	9480	20370	0	12465	0
12478	4603	20210	0	12478	0
15957	3238	20305	0	12494	0
20464	20149	628	1	12502	0.259566
20046	20268	8362	1	12541	0.727852
9862	19327	20425	0	12556	0
17580	15759	20389	0	12593	0
11947	2855	20298	0	12595	0
20087	20021	11773	1	12634	0.684873
1686	17603	20255	0	12638	0
8709	15646	20094	0	12656	0
20240	20286	8080	1	12677	0.346349
20473	20068	6512	1	12703	0.29458
168	11652	20198	0	12708	0
9037	6509	20047	0	12775	0
20362	20466	9037	1	12814	0.127387
12518	12957	20304	0	12830	0
17200	11456	20190	0	12832	0
299	9446	20366	0	12851	0
20391	20178	6266	1	12868	0.71063
20004	20249	6512	1	12873	0.798944
17390	2724	20307	0	12907	0
20050	20169	1843	1	12960	0.495169
570	13686	20074	0	13008	0
7480	11721	20057	0	13084	0
20281	20386	9627	1	13093	0.729808
17193	18420	20227	0	13100	0
20285	20437	13693	1	13104	0.120801
17509	12966	20386	0	13116	0
13496	16287	20435	0	13135	0
20098	20481	12871	1	13178	0.433793
20234	20029	8597	1	13187	0.748807
18261	9220	20445	0	13189	0
20272	20062	15626	1	13206	0.919629
55	15256	20366	0	13262	0
20214	20118	15256	1	13328	0.676272
11032	13489	20359	0	13356	0
2989	9987	20287	0	13390	0
20417	20325	9201	1	13402	0.654706
5608	7269	20321	0	13445	0
20341	20290	11456	1	13449	0.365128
9538	2922	20294	0	13470	0
20476	20159	9201	1	13472	0.1014
15931	3161	20311	0	13511	0
6458	6322	20003	0	13515	0
12614	18165	20088	0	13529	0
20037	20051	7480	1	13536	0.40821
2339	12080	20280	0	13558	0
20250	20308	9729	1	13705	0.122712
20441	20416	5652	1	13807	0.883593
15962	13586	20102	0	13822	0
6178	5343	20174	0	13830	0
20380	20072	16199	1	13839	0.58444
16535	17443	20413	0	13928	0
20341	20087	4047	1	13947	0.166622
5571	12614	20241	0	13955	0
15614	8092	20048	0	13959	0
20145	20381	13196	1	13992	0.621152
12195	17043	20389	0	14001	0
14137	9950	20016	0	14023	0
20230	20053	2160	1	14049	0.922219
16373	15157	20375	0	14088	0
20418	20169	2736	1	14116	0.6639
10744	8569	20430	0	14128	0
20214	20132	2444	1	14142	0.95027
20099	20494	5413	1	14149	0.716063
1071	2473	20055	0	14199	0
20283	20134	13035	1	14270	0.346247
20138	20023	5608	1	14291	0.598004
9043	19058	20111	0	14296	0
20002	20347	15733	1	14297	0.813352
10725	5736	20315	0	14394	0
20429	20108	5507	1	14439	0.0317074
5979	6934	20446	0	14474	0
20138	20418	8475	1	14524	0.514218
8132	5116	20481	0	14538	0
20138	20190	8246	1	14560	0.293757
20312	20259	12116	1	14613	0.123326
20431	20114	12907	1	14631	0.873193
16301	17461	20311	0	14648	0
8665	16373	20367	0	14732	0
20420	20490	2966	1	14741	0.591012
5484	945	20242	0	14767	0
20202	20105	16017	1	14774	0.157431
20041	20273	13026	1	14782	0.0802019
20413	20315	570	1	14795	0.584776
9330	10752	20413	0	14816	0
20491	20076	6529	1	14838	0.91104
20472	20002	1071	1	14914	0.304726
20124	20120	9636	1	14935	0.0543873
8291	19284	20209	0	14940	0
20493	20169	9538	1	15030	0.504538
20459	20379	8573	1	15045	0.620536
20354	20124	10915	1	15065	0.296663
20188	20317	9976	1	15127	0.128522
20493	20104	13163	1	15176	0.743727
20341	20472	8573	1	15180	0.689238
10915	5823	20467	0	15184	0
2444	10614	20458	0	15206	0
20450	20199	3110	1	15213	0.824316
11272	15769	20079	0	15235	0
20175	20498	8406	1	15264	0.370941
18794	13567	20124	0	15279	0
20227	20478	9014	1	15391	0.415858
20032	20041	7284	1	15435	0.655257
20258	20434	19058	1	15502	0.267372
16602	18891	20197	0	15530	0
2831	18446	20401	0	15572	0
20099	20078	8464	1	15618	0.715008
20028	20097	8911	1	15653	0.339916
20187	20129	2269	1	15672	0.094117
13945	2855	20494	0	15699	0
20169	20256	13801	1	15708	0.0146784
13163	672	20399	0	15783	0
6810	5387	20179	0	15801	0
5754	2061	20177	0	15846	0
20255	20130	2831	1	15904	0.723748
4057	9120	20300	0	15926	0
11314	15762	20162	0	15940	0
816	8541	20468	0	16018	0
20497	20344	15733	1	16054	0.988337
9627	2489	20375	0	16107	0
20284	20270	12116	1	16118	0.766316
12859	16558	20063	0	16130	0
4451	12467	20065	0	16140	0
15957	6736	20101	0	16157	0
20116	20492	6731	1	16168	0.269532
13852	14360	20232	0	16170	0
8434	15171	20140	0	16194	0
20379	20000	2389	1	16225	0.885307
20134	20289	7433	1	16242	0.244549
350	9351	20116	0	16256	0
20196	20373	9950	1	16259	0.154781
5387	16553	20103	0	16281	0
11051	9764	20067	0	16323	0
943	2389	20457	0	16402	0
20363	20148	2260	1	16410	0.200473
20146	20497	13030	1	16412	0.714979
20205	20317	8409	1	16416	0.501023
20282	20007	2831	1	16425	0.128018
20183	20319	13163	1	16427	0.0139836
20482	20303	4442	1	16432	0.417056
17364	19876	20062	0	16435	0
20068	20414	11559	1	16475	0.589793
20332	20371	6266	1	16481	0.908803
20353	20157	6323	1	16485	0.841661
15564	13316	20404	0	16510	0
9755	19994	20429	0	16527	0
20191	20242	9627	1	16541	0.838597
20125	20395	2061	1	16562	0.472854
20489	20012	3936	1	16590	0.601243
13925	8665	20249	0	16630	0
20041	20012	2966	1	16639	0.811199
20447	20269	2855	1	16657	0.673437
4204	8111	20131	0	16658	0
2960	9925	20380	0	16665	0
12478	5402	20141	0	16667	0
16891	10609	20222	0	16731	0
14826	5823	20192	0	16735	0
20178	20310	2158	1	16748	0.809416
20055	20402	6323	1	16760	0.759634
20177	20239	13196	1	16770	0.606578
20459	20062	9960	1	16773	0.827789
11930	8820	20317	0	16792	0
5218	19665	20071	0	16817	0
20078	20181	16087	1	16837	0.651298
20343	20030	2901	1	16846	0.199815
7797	2583	20123	0	16867	0
14575	16790	20012	0	16886	0
20173	20288	5116	1	16892	0.283957
20049	20298	16535	1	16899	0.763986
20449	20165	9960	1	16904	0.967653
20484	20464	2101	1	16922	0.801942
20458	20428	11741	1	16948	0.997422
20047	20022	13126	1	16969	0.972543
20134	20410	15986	1	17027	0.88712
20300	20129	8494	1	17035	0.737016
20311	20007	12907	1	17055	0.380904
20438	20488	5229	1	17058	0.276617
13968	6458	20131	0	17113	0
20221	20041	2730	1	17117	0.442001
20022	20379	2339	1	17145	0.428783
20169	20345	5116	1	17177	0.272089
20371	20147	11925	1	17190	0.503898
2030	9120	20425	0	17211	0
20446	20182	13231	1	17221	0.605591
20064	20280	3315	1	17222	0.317598
9037	13916	20023	0	17226	0
20087	20450	5823	1	17231	0.0625693
20045	20230	1158	1	17260	0.924603
3163	3479	20171	0	17274	0
5018	9353	20387	0	17325	0
3411	4053	20156	0	17336	0
20117	20064	2061	1	17338	0.903894
20482	20291	8687	1	17384	0.655648
20267	20029	15687	1	17424	0.398071
11448	16535	20015	0	17432	0
2966	3823	20094	0	17539	0
20299	20252	5817	1	17552	0.0683323
1192	6323	20331	0	17624	0
9960	8494	20294	0	17645	0
2305	16798	20146	0	17648	0
20498	20115	9950	1	17663	0.626443
20342	20061	15957	1	17678	0.807892
5448	1912	20210	0	17679	0
20249	20204	9047	1	17689	0.236979
15882	19968	20333	0	17691	0
20399	20343	13027	1	17695	0.553959
20107	20467	9220	1	17782	0.933946
15256	19996	20027	0	17805	0
20378	20353	8473	1	17806	0.810193
2730	8936	20115	0	17818	0
20490	20049	19411	1	17820	0.0876145
20406	20260	12957	1	17821	0.82065
13056	18470	20496	0	17857	0
9538	4767	20456	0	17860	0
20478	20214	9446	1	17865	0.785574
20206	20475	2592	1	17875	0.693728
20115	20263	2444	1	17898	0.633599
20370	20192	6458	1	17914	0.80928
9661	17165	20102	0	17919	0
20252	20441	5410	1	17921	0.295757
6553	15464	20495	0	17951	0
20148	20481	15887	1	17981	0.393429
20470	20375	16191	1	18013	0.972227
7357	11003	20038	0	18035	0
3921	6323	20032	0	18064	0
20264	20318	6529	1	18067	0.048892
15454	11582	20323	0	18068	0
20084	20247	9917	1	18124	0.690728
9201	11569	20324	0	18156	0
14215	15712	20118	0	18191	0
20462	20196	5553	1	18204	0.280574
19881	7924	20380	0	18254	0
7975	13664	20141	0	18260	0
5531	3864	20462	0	18274	0
20065	20414	6512	1	18282	0.671058
16454	5896	20094	0	18332	0
6108	10390	20196	0	18387	0
