X,Y
4.833908839,4.462288809
9.910436945,4.837379753
14.70701223,11.66015467
19.84607115,39.18514726
25.09331755,62.16485678
34.8117754,75.56896877
49.03385962,95.29681227
70.43814781,99.69658592
