X,Y
42.36360328,0.356874933
52.14183851,0.455113778
64.165443,0.977744436
78.94098359,2.113385489
97.08492095,4.07030329
119.3302917,7.378987604
145.0630448,12.99754786
167.5665698,20.50664452
182.8385627,28.0952381
194.8764878,35.70321152
206.3211598,43.29641934
219.1581154,51.02768549
235.1425153,58.78737542
255.6849759,66.65321943
281.8080176,74.22757475
315.8504727,81.77536865
361.1889925,89.35215947
418.6846215,96.50007222
