X,Y
0.0,0.0
0.10101010101010101,0.6103124116452974
0.20202020202020202,2.4189915654199146
0.30303030303030304,5.360610654568687
0.40404040404040403,9.330502720973966
0.5050505050505051,14.190941452557304
0.6060606060606061,19.77906537419376
0.7070707070707071,25.915910317629574
0.8080808080808081,32.41585388923344
0.9090909090909091,39.095782974961224
1.0101010101010102,45.78336633107259
1.1111111111111112,52.323937133103016
1.2121212121212122,58.58564804801401
1.3131313131313131,64.46273448647635
1.4141414141414141,69.87689086692188
1.5151515151515151,74.77691320764906
1.6161616161616161,79.13687671791808
1.7171717171717171,82.95319216861208
1.8181818181818181,86.2409180489196
1.9191919191919191,89.02970009709705
2.0202020202020203,91.35967269578187
2.121212121212121,93.27759707945347
2.2222222222222223,94.83343931211155
2.323232323232323,96.0775159891123
2.4242424242424243,97.05826545965543
2.525252525252525,97.82064274491387
2.6262626262626263,98.40509056074909
2.727272727272727,98.84700803944226
2.8282828282828283,99.17662214786222
2.929292929292929,99.41916238495646
3.0303030303030303,99.59524433381075
3.131313131313131,99.72137903516743
3.2323232323232323,99.8105401027644
3.3333333333333335,99.87273661986602
3.4343434343434343,99.91555532637173
3.5353535353535355,99.94464922322076
3.6363636363636362,99.96416083938652
3.7373737373737375,99.97707683449649
3.8383838383838382,99.98551648406736
3.9393939393939394,99.99096025741281
4.040404040404041,99.99442659276292
4.141414141414141,99.99660555996064
4.242424242424242,99.99795780054076
4.343434343434343,99.9987863014778
4.444444444444445,99.99928746510093
4.545454545454545,99.9995867773594
4.646464646464646,99.99976327467152
4.747474747474747,99.99986603603348
4.848484848484849,99.9999251117091
4.94949494949495,99.99995864552696
5.05050505050505,99.9999774413184
5.151515151515151,99.99998784408686
5.252525252525253,99.99999352940655
5.353535353535354,99.99999659761629
5.454545454545454,99.999998232721
5.555555555555555,99.99999909320401
5.656565656565657,99.99999954038232
5.757575757575758,99.99999976987357
5.858585858585858,99.9999998861799
5.959595959595959,99.99999994438986
6.0606060606060606,99.99999997316067
6.161616161616162,99.99999998720406
6.262626262626262,99.99999999397365
6.363636363636363,99.99999999719637
6.4646464646464645,99.99999999871154
6.565656565656566,99.99999999941508
6.666666666666667,99.99999999973768
6.767676767676767,99.9999999998838
6.8686868686868685,99.99999999994915
6.96969696969697,99.99999999997802
7.070707070707071,99.99999999999062
7.171717171717171,99.99999999999604
7.2727272727272725,99.99999999999835
7.373737373737374,99.99999999999932
7.474747474747475,99.99999999999972
7.575757575757575,99.99999999999989
7.6767676767676765,99.99999999999996
7.777777777777778,99.99999999999997
7.878787878787879,99.99999999999999
7.979797979797979,100.0
8.080808080808081,100.0
8.181818181818182,100.0
8.282828282828282,100.0
8.383838383838384,100.0
8.484848484848484,100.0
8.585858585858587,100.0
8.686868686868687,100.0
8.787878787878787,100.0
8.88888888888889,100.0
8.98989898989899,100.0
9.09090909090909,100.0
9.191919191919192,100.0
9.292929292929292,100.0
9.393939393939394,100.0
9.494949494949495,100.0
9.595959595959595,100.0
9.696969696969697,100.0
9.797979797979798,100.0
9.8989898989899,100.0
10.0,100.0
