X,Y
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0.1
3.6,0.1
3.7,0.1
3.8,0.1
3.9,0.1
4,0.1
4.1,0.1
4.2,0.1
4.3,0.1
4.4,0.1
4.5,0.1
4.6,0.1
4.7,0.2
4.8,0.2
4.9,0.2
5,0.2
5.1,0.2
5.2,0.2
5.3,0.2
5.4,0.2
5.503359545,0.313430385
5.763946293,0.327689099
6.036814524,0.388052561
6.32253604,0.497813967
6.621753717,0.627334551
6.935080209,0.793080295
7.263183255,0.991758001
7.606731536,1.239833652
7.966491746,1.510961677
8.343187443,1.82819445
8.737570526,2.214584345
9.150484211,2.660251774
9.582813399,3.155317147
10.03535728,3.752471606
10.50910811,4.425369579
11.00502195,5.187183852
11.52400074,6.090605566
12.06709294,7.138927917
12.63546182,8.309098531
13.23016979,9.637342568
13.85249213,11.09731446
14.53658628,12.61012175
15.14199158,13.91471886
15.64346901,15.95776468
16.03299939,17.8205726
16.41503685,19.54435352
16.71363378,21.40188305
16.97542011,23.15878321
17.21652441,24.87976274
17.46086333,26.65343341
17.67485631,28.34708483
17.92586982,30.07481964
18.17989374,31.95035985
18.43747728,33.83643829
18.69873753,35.71549124
18.96372735,37.58751871
19.24273173,39.50265518
19.54690381,41.44802532
19.81938544,43.25930138
20.10104324,44.94164074
20.41560309,46.76586847
20.74764525,48.57500966
21.06790955,50.28105337
21.43319932,52.09732694
21.80849737,53.89960052
22.20752859,55.64312959
22.46493438,57.3237983
22.88292733,59.07014466
23.34244796,60.81119161
23.81363355,62.52335871
24.35984423,64.26383223
24.95266096,66.03093859
25.53610306,67.77911133
26.22730939,69.54543014
26.92133538,71.30782504
27.70458994,73.0214844
28.5798078,74.77442608
29.50598694,76.49772803
30.52396169,78.1508397
31.60752914,79.78454835
32.80960971,81.40352964
34.17953131,83.042378
35.77082039,84.98522656
37.33206521,86.47861049
39.17485694,88.09314096
41.01876706,89.41150541
42.95060581,90.6014352
44.97422185,91.70574189
47.09404443,92.72113228
49.31482182,93.63443358
51.64141042,94.4456458
54.07846163,95.19428729
56.63125277,95.88035804
59.30543575,96.49397848
62.10712004,97.01209623
65.04244202,97.43471129
68.11936352,97.65314817
70.11562772,97.8102537
71.11562772,98.8102537
72.11562772,99.8102537
73.11562772,99.8102537
74.11562772,99.8102537
75.11562772,99.8102537
76.11562772,99.8102537
77.11562772,99.8102537
78.11562772,99.8102537
79.11562772,99.8102537
80.11562772,99.99
90.11562772,99.99
100.11562772,99.99
