Theta;T;Energy
-6.07;3.00;82.149255
-5.97;3.00;78.719794
-5.87;3.00;75.396160
-5.77;3.00;72.175900
-5.67;3.00;69.056600
-5.57;3.00;66.035890
-5.47;3.00;63.111440
-5.37;3.00;60.280965
-5.27;3.00;57.542216
-5.17;3.00;54.892991
-5.07;3.00;52.331126
-4.97;3.00;49.854500
-4.87;3.00;47.461033
-4.77;3.00;45.148688
-4.67;3.00;42.915468
-4.57;3.00;40.759418
-4.46;3.00;38.678626
-4.36;3.00;36.671219
-4.26;3.00;34.735367
-4.16;3.00;32.869282
-4.06;3.00;31.071217
-3.96;3.00;29.339467
-3.86;3.00;27.672368
-3.76;3.00;26.068298
-3.66;3.00;24.525677
-3.56;3.00;23.042965
-3.46;3.00;21.618666
-3.36;3.00;20.251323
-3.26;3.00;18.939523
-3.16;3.00;17.681893
-3.06;3.00;16.477102
-2.96;3.00;15.323861
-2.86;3.00;14.220921
-2.76;3.00;13.167078
-2.66;3.00;12.161166
-2.56;3.00;11.202062
-2.46;3.00;10.288684
-2.36;3.00;9.419994
-2.26;3.00;8.594993
-2.16;3.00;7.812724
-2.06;3.00;7.072272
-1.96;3.00;6.372765
-1.86;3.00;5.713369
-1.76;3.00;5.093295
-1.66;3.00;4.511793
-1.56;3.00;3.968158
-1.45;3.00;3.461724
-1.35;3.00;2.991866
-1.25;3.00;2.558003
-1.15;3.00;2.159593
-1.05;3.00;1.796138
-0.95;3.00;1.467180
-0.85;3.00;1.172303
-0.75;3.00;0.911133
-0.65;3.00;0.683337
-0.55;3.00;0.488624
-0.45;3.00;0.326744
-0.35;3.00;0.197490
-0.25;3.00;0.100695
-0.15;3.00;0.036235
-0.05;3.00;0.004025
0.05;3.00;0.004025
0.15;3.00;0.036235
0.25;3.00;0.100695
0.35;3.00;0.197490
0.45;3.00;0.326744
0.55;3.00;0.488624
0.65;3.00;0.683337
0.75;3.00;0.911133
0.85;3.00;1.172303
0.95;3.00;1.467180
1.05;3.00;1.796138
1.15;3.00;2.159593
1.25;3.00;2.558003
1.35;3.00;2.991866
1.45;3.00;3.461724
1.56;3.00;3.968158
1.66;3.00;4.511793
1.76;3.00;5.093295
1.86;3.00;5.713369
1.96;3.00;6.372765
2.06;3.00;7.072272
2.16;3.00;7.812724
2.26;3.00;8.594993
2.36;3.00;9.419994
2.46;3.00;10.288684
2.56;3.00;11.202062
2.66;3.00;12.161166
2.76;3.00;13.167078
2.86;3.00;14.220921
2.96;3.00;15.323861
3.06;3.00;16.477102
3.16;3.00;17.681893
3.26;3.00;18.939523
3.36;3.00;20.251323
3.46;3.00;21.618666
3.56;3.00;23.042965
3.66;3.00;24.525677
3.76;3.00;26.068298
3.86;3.00;27.672368
3.96;3.00;29.339467
4.06;3.00;31.071217
4.16;3.00;32.869282
4.26;3.00;34.735367
4.36;3.00;36.671219
4.46;3.00;38.678626
4.57;3.00;40.759418
4.67;3.00;42.915468
4.77;3.00;45.148688
4.87;3.00;47.461033
4.97;3.00;49.854500
5.07;3.00;52.331126
5.17;3.00;54.892991
5.27;3.00;57.542216
5.37;3.00;60.280965
5.47;3.00;63.111440
5.57;3.00;66.035890
5.67;3.00;69.056600
5.77;3.00;72.175900
5.87;3.00;75.396160
5.97;3.00;78.719794
6.07;3.00;82.149255
6.17;3.00;85.687039
6.27;3.00;89.335682
6.37;3.00;93.097763
6.47;3.00;96.975903
6.57;3.00;100.972763
6.67;3.00;105.091048
6.77;3.00;109.333501
6.87;3.00;113.702910
6.97;3.00;118.202103
7.07;3.00;122.833950
7.17;3.00;127.601361
7.27;3.00;132.507291
7.37;3.00;137.554734
7.47;3.00;142.746725
7.58;3.00;148.086344
7.68;3.00;153.576708
7.78;3.00;159.220980
7.88;3.00;165.022361
7.98;3.00;170.984096
8.08;3.00;177.109471
8.18;3.00;183.401813
8.28;3.00;189.864490
8.38;3.00;196.500914
8.48;3.00;203.314537
8.58;3.00;210.308851
8.68;3.00;217.487394
8.78;3.00;224.853740
8.88;3.00;232.411510
8.98;3.00;240.164363
9.08;3.00;248.116000
9.18;3.00;256.270165
9.28;3.00;264.630643
9.38;3.00;273.201260
9.48;3.00;281.985884
9.58;3.00;290.988426
9.68;3.00;300.212835
9.78;3.00;309.663106
9.88;3.00;319.343271
9.98;3.00;329.257408
10.08;3.00;339.409634
10.18;3.00;349.804108
10.28;3.00;360.445031
10.38;3.00;371.336645
10.48;3.00;382.483234
10.59;3.00;393.889124
10.69;3.00;405.558682
10.79;3.00;417.496316
10.89;3.00;429.706477
10.99;3.00;442.193657
11.09;3.00;454.962390
11.19;3.00;468.017249
11.29;3.00;481.362853
11.39;3.00;495.003860
11.49;3.00;508.944968
11.59;3.00;523.190921
11.69;3.00;537.746500
11.79;3.00;552.616530
11.89;3.00;567.805878
11.99;3.00;583.319452
12.09;3.00;599.162201
12.19;3.00;615.339115
12.29;3.00;631.855228
12.39;3.00;648.715614
12.49;3.00;665.925389
12.59;3.00;683.489709
12.69;3.00;701.413774
12.79;3.00;719.702825
12.89;3.00;738.362143
12.99;3.00;757.397052
13.09;3.00;776.812919
13.19;3.00;796.615149
13.29;3.00;816.809191
13.39;3.00;837.400535
13.49;3.00;858.394714
13.60;3.00;879.797299
13.70;3.00;901.613907
13.80;3.00;923.850194
13.90;3.00;946.511857
14.00;3.00;969.604637
14.10;3.00;993.134314
14.20;3.00;1017.106712
14.30;3.00;1041.527694
14.40;3.00;1066.403168
14.50;3.00;1091.739081
14.60;3.00;1117.541421
14.70;3.00;1143.816220
14.80;3.00;1170.569550
14.90;3.00;1197.807524
15.00;3.00;1225.536300
-15.00;4.00;1607.136300
-14.90;4.00;1574.319581
-14.80;4.00;1542.027811
-14.70;4.00;1510.254832
-14.60;4.00;1478.994532
-14.50;4.00;1448.240838
-14.40;4.00;1417.987719
-14.30;4.00;1388.229185
-14.20;4.00;1358.959290
-14.10;4.00;1330.172128
-14.00;4.00;1301.861833
-13.90;4.00;1274.022583
-13.80;4.00;1246.648596
-13.70;4.00;1219.734134
-13.60;4.00;1193.273498
-13.49;4.00;1167.261031
-13.39;4.00;1141.691118
-13.29;4.00;1116.558187
-13.19;4.00;1091.856705
-13.09;4.00;1067.581183
-12.99;4.00;1043.726172
-12.89;4.00;1020.286265
-12.79;4.00;997.256096
-12.69;4.00;974.630342
-12.59;4.00;952.403721
-12.49;4.00;930.570992
-12.39;4.00;909.126956
-12.29;4.00;888.066456
-12.19;4.00;867.384376
-12.09;4.00;847.075642
-11.99;4.00;827.135221
-11.89;4.00;807.558123
-11.79;4.00;788.339397
-11.69;4.00;769.474136
-11.59;4.00;750.957474
-11.49;4.00;732.784585
-11.39;4.00;714.950688
-11.29;4.00;697.451040
-11.19;4.00;680.280942
-11.09;4.00;663.435736
-10.99;4.00;646.910804
-10.89;4.00;630.701571
-10.79;4.00;614.803505
-10.69;4.00;599.212113
-10.59;4.00;583.922944
-10.48;4.00;568.931591
-10.38;4.00;554.233686
-10.28;4.00;539.824903
-10.18;4.00;525.700959
-10.08;4.00;511.857611
-9.98;4.00;498.290658
-9.88;4.00;484.995942
-9.78;4.00;471.969344
-9.68;4.00;459.206788
-9.58;4.00;446.704241
-9.48;4.00;434.457709
-9.38;4.00;422.463241
-9.28;4.00;410.716928
-9.18;4.00;399.214902
-9.08;4.00;387.953335
-8.98;4.00;376.928443
-8.88;4.00;366.136484
-8.78;4.00;355.573755
-8.68;4.00;345.236596
-8.58;4.00;335.121388
-8.48;4.00;325.224556
-8.38;4.00;315.542562
-8.28;4.00;306.071915
-8.18;4.00;296.809162
-8.08;4.00;287.750891
-7.98;4.00;278.893735
-7.88;4.00;270.234365
-7.78;4.00;261.769497
-7.68;4.00;253.495886
-7.58;4.00;245.410329
-7.47;4.00;237.509665
-7.37;4.00;229.790776
-7.27;4.00;222.250583
-7.17;4.00;214.886049
-7.07;4.00;207.694182
-6.97;4.00;200.672026
-6.87;4.00;193.816672
-6.77;4.00;187.125248
-6.67;4.00;180.594928
-6.57;4.00;174.222924
-6.47;4.00;168.006491
-6.37;4.00;161.942926
-6.27;4.00;156.029567
-6.17;4.00;150.263793
-6.07;4.00;144.643026
-5.97;4.00;139.164729
-5.87;4.00;133.826406
-5.77;4.00;128.625604
-5.67;4.00;123.559909
-5.57;4.00;118.626952
-5.47;4.00;113.824403
-5.37;4.00;109.149975
-5.27;4.00;104.601421
-5.17;4.00;100.176538
-5.07;4.00;95.873162
-4.97;4.00;91.689173
-4.87;4.00;87.622490
-4.77;4.00;83.671076
-4.67;4.00;79.832934
-4.57;4.00;76.106110
-4.46;4.00;72.488691
-4.36;4.00;68.978804
-4.26;4.00;65.574619
-4.16;4.00;62.274349
-4.06;4.00;59.076246
-3.96;4.00;55.978605
-3.86;4.00;52.979763
-3.76;4.00;50.078097
-3.66;4.00;47.272026
-3.56;4.00;44.560013
-3.46;4.00;41.940559
-3.36;4.00;39.412209
-3.26;4.00;36.973550
-3.16;4.00;34.623207
-3.06;4.00;32.359850
-2.96;4.00;30.182191
-2.86;4.00;28.088981
-2.76;4.00;26.079014
-2.66;4.00;24.151125
-2.56;4.00;22.304192
-2.46;4.00;20.537134
-2.36;4.00;18.848909
-2.26;4.00;17.238521
-2.16;4.00;15.705012
-2.06;4.00;14.247467
-1.96;4.00;12.865014
-1.86;4.00;11.556820
-1.76;4.00;10.322095
-1.66;4.00;9.160090
-1.56;4.00;8.070099
-1.45;4.00;7.051456
-1.35;4.00;6.103536
-1.25;4.00;5.225758
-1.15;4.00;4.417581
-1.05;4.00;3.678506
-0.95;4.00;3.008075
-0.85;4.00;2.405873
-0.75;4.00;1.871525
-0.65;4.00;1.404698
-0.55;4.00;1.005101
-0.45;4.00;0.672486
-0.35;4.00;0.406642
-0.25;4.00;0.207406
-0.15;4.00;0.074650
-0.05;4.00;0.008294
0.05;4.00;0.008294
0.15;4.00;0.074650
0.25;4.00;0.207406
0.35;4.00;0.406642
0.45;4.00;0.672486
0.55;4.00;1.005101
0.65;4.00;1.404698
0.75;4.00;1.871525
0.85;4.00;2.405873
0.95;4.00;3.008075
1.05;4.00;3.678506
1.15;4.00;4.417581
1.25;4.00;5.225758
1.35;4.00;6.103536
1.45;4.00;7.051456
1.56;4.00;8.070099
1.66;4.00;9.160090
1.76;4.00;10.322095
1.86;4.00;11.556820
1.96;4.00;12.865014
2.06;4.00;14.247467
2.16;4.00;15.705012
2.26;4.00;17.238521
2.36;4.00;18.848909
2.46;4.00;20.537134
2.56;4.00;22.304192
2.66;4.00;24.151125
2.76;4.00;26.079014
2.86;4.00;28.088981
2.96;4.00;30.182191
3.06;4.00;32.359850
3.16;4.00;34.623207
3.26;4.00;36.973550
3.36;4.00;39.412209
3.46;4.00;41.940559
3.56;4.00;44.560013
3.66;4.00;47.272026
3.76;4.00;50.078097
3.86;4.00;52.979763
3.96;4.00;55.978605
4.06;4.00;59.076246
4.16;4.00;62.274349
4.26;4.00;65.574619
4.36;4.00;68.978804
4.46;4.00;72.488691
4.57;4.00;76.106110
4.67;4.00;79.832934
4.77;4.00;83.671076
4.87;4.00;87.622490
4.97;4.00;91.689173
5.07;4.00;95.873162
5.17;4.00;100.176538
5.27;4.00;104.601421
5.37;4.00;109.149975
5.47;4.00;113.824403
5.57;4.00;118.626952
5.67;4.00;123.559909
5.77;4.00;128.625604
5.87;4.00;133.826406
5.97;4.00;139.164729
6.07;4.00;144.643026
6.17;4.00;150.263793
6.27;4.00;156.029567
6.37;4.00;161.942926
6.47;4.00;168.006491
6.57;4.00;174.222924
6.67;4.00;180.594928
6.77;4.00;187.125248
6.87;4.00;193.816672
6.97;4.00;200.672026
7.07;4.00;207.694182
7.17;4.00;214.886049
7.27;4.00;222.250583
7.37;4.00;229.790776
7.47;4.00;237.509665
7.58;4.00;245.410329
7.68;4.00;253.495886
7.78;4.00;261.769497
7.88;4.00;270.234365
7.98;4.00;278.893735
8.08;4.00;287.750891
8.18;4.00;296.809162
8.28;4.00;306.071915
8.38;4.00;315.542562
8.48;4.00;325.224556
8.58;4.00;335.121388
8.68;4.00;345.236596
8.78;4.00;355.573755
8.88;4.00;366.136484
8.98;4.00;376.928443
9.08;4.00;387.953335
9.18;4.00;399.214902
9.28;4.00;410.716928
9.38;4.00;422.463241
9.48;4.00;434.457709
9.58;4.00;446.704241
9.68;4.00;459.206788
9.78;4.00;471.969344
9.88;4.00;484.995942
9.98;4.00;498.290658
10.08;4.00;511.857611
10.18;4.00;525.700959
10.28;4.00;539.824903
10.38;4.00;554.233686
10.48;4.00;568.931591
10.59;4.00;583.922944
10.69;4.00;599.212113
10.79;4.00;614.803505
10.89;4.00;630.701571
10.99;4.00;646.910804
11.09;4.00;663.435736
11.19;4.00;680.280942
11.29;4.00;697.451040
11.39;4.00;714.950688
11.49;4.00;732.784585
11.59;4.00;750.957474
11.69;4.00;769.474136
11.79;4.00;788.339397
11.89;4.00;807.558123
11.99;4.00;827.135221
12.09;4.00;847.075642
12.19;4.00;867.384376
12.29;4.00;888.066456
12.39;4.00;909.126956
12.49;4.00;930.570992
12.59;4.00;952.403721
12.69;4.00;974.630342
12.79;4.00;997.256096
12.89;4.00;1020.286265
12.99;4.00;1043.726172
13.09;4.00;1067.581183
13.19;4.00;1091.856705
13.29;4.00;1116.558187
13.39;4.00;1141.691118
13.49;4.00;1167.261031
13.60;4.00;1193.273498
13.70;4.00;1219.734134
13.80;4.00;1246.648596
13.90;4.00;1274.022583
14.00;4.00;1301.861833
14.10;4.00;1330.172128
14.20;4.00;1358.959290
14.30;4.00;1388.229185
14.40;4.00;1417.987719
14.50;4.00;1448.240838
14.60;4.00;1478.994532
14.70;4.00;1510.254832
14.80;4.00;1542.027811
14.90;4.00;1574.319581
15.00;4.00;1607.136300
-15.00;5.00;1988.736300
-14.90;5.00;1950.831638
-14.80;5.00;1913.486072
-14.70;5.00;1876.693445
-14.60;5.00;1840.447643
-14.50;5.00;1804.742595
-14.40;5.00;1769.572269
-14.30;5.00;1734.930676
-14.20;5.00;1700.811869
-14.10;5.00;1667.209942
-14.00;5.00;1634.119029
-13.90;5.00;1601.533309
-13.80;5.00;1569.446999
-13.70;5.00;1537.854361
-13.60;5.00;1506.749696
-13.49;5.00;1476.127348
-13.39;5.00;1445.981701
-13.29;5.00;1416.307183
-13.19;5.00;1387.098262
-13.09;5.00;1358.349447
-12.99;5.00;1330.055291
-12.89;5.00;1302.210386
-12.79;5.00;1274.809367
-12.69;5.00;1247.846910
-12.59;5.00;1221.317733
-12.49;5.00;1195.216596
-12.39;5.00;1169.538298
-12.29;5.00;1144.277684
-12.19;5.00;1119.429638
-12.09;5.00;1094.989084
-11.99;5.00;1070.950991
-11.89;5.00;1047.310367
-11.79;5.00;1024.062263
-11.69;5.00;1001.201772
-11.59;5.00;978.724026
-11.49;5.00;956.624202
-11.39;5.00;934.897516
-11.29;5.00;913.539227
-11.19;5.00;892.544635
-11.09;5.00;871.909082
-10.99;5.00;851.627950
-10.89;5.00;831.696665
-10.79;5.00;812.110694
-10.69;5.00;792.865544
-10.59;5.00;773.956765
-10.48;5.00;755.379949
-10.38;5.00;737.130728
-10.28;5.00;719.204776
-10.18;5.00;701.597810
-10.08;5.00;684.305588
-9.98;5.00;667.323908
-9.88;5.00;650.648612
-9.78;5.00;634.275582
-9.68;5.00;618.200741
-9.58;5.00;602.420056
-9.48;5.00;586.929534
-9.38;5.00;571.725223
-9.28;5.00;556.803214
-9.18;5.00;542.159638
-9.08;5.00;527.790670
-8.98;5.00;513.692524
-8.88;5.00;499.861458
-8.78;5.00;486.293769
-8.68;5.00;472.985797
-8.58;5.00;459.933925
-8.48;5.00;447.134574
-8.38;5.00;434.584211
-8.28;5.00;422.279340
-8.18;5.00;410.216510
-8.08;5.00;398.392311
-7.98;5.00;386.803373
-7.88;5.00;375.446370
-7.78;5.00;364.318014
-7.68;5.00;353.415063
-7.58;5.00;342.734314
-7.47;5.00;332.272605
-7.37;5.00;322.026818
-7.27;5.00;311.993874
-7.17;5.00;302.170737
-7.07;5.00;292.554413
-6.97;5.00;283.141949
-6.87;5.00;273.930433
-6.77;5.00;264.916996
-6.67;5.00;256.098808
-6.57;5.00;247.473084
-6.47;5.00;239.037079
-6.37;5.00;230.788089
-6.27;5.00;222.723451
-6.17;5.00;214.840547
-6.07;5.00;207.136797
-5.97;5.00;199.609664
-5.87;5.00;192.256652
-5.77;5.00;185.075308
-5.67;5.00;178.063219
-5.57;5.00;171.218015
-5.47;5.00;164.537366
-5.37;5.00;158.018985
-5.27;5.00;151.660627
-5.17;5.00;145.460085
-5.07;5.00;139.415199
-4.97;5.00;133.523846
-4.87;5.00;127.783947
-4.77;5.00;122.193464
-4.67;5.00;116.750401
-4.57;5.00;111.452802
-4.46;5.00;106.298755
-4.36;5.00;101.286388
-4.26;5.00;96.413871
-4.16;5.00;91.679416
-4.06;5.00;87.081275
-3.96;5.00;82.617743
-3.86;5.00;78.287157
-3.76;5.00;74.087895
-3.66;5.00;70.018376
-3.56;5.00;66.077061
-3.46;5.00;62.262453
-3.36;5.00;58.573096
-3.26;5.00;55.007576
-3.16;5.00;51.564521
-3.06;5.00;48.242599
-2.96;5.00;45.040522
-2.86;5.00;41.957041
-2.76;5.00;38.990950
-2.66;5.00;36.141085
-2.56;5.00;33.406323
-2.46;5.00;30.785583
-2.36;5.00;28.277824
-2.26;5.00;25.882048
-2.16;5.00;23.597299
-2.06;5.00;21.422662
-1.96;5.00;19.357264
-1.86;5.00;17.400272
-1.76;5.00;15.550896
-1.66;5.00;13.808387
-1.56;5.00;12.172040
-1.45;5.00;10.641187
-1.35;5.00;9.215206
-1.25;5.00;7.893513
-1.15;5.00;6.675569
-1.05;5.00;5.560874
-0.95;5.00;4.548971
-0.85;5.00;3.639443
-0.75;5.00;2.831917
-0.65;5.00;2.126059
-0.55;5.00;1.521579
-0.45;5.00;1.018227
-0.35;5.00;0.615794
-0.25;5.00;0.314116
-0.15;5.00;0.113066
-0.05;5.00;0.012562
0.05;5.00;0.012562
0.15;5.00;0.113066
0.25;5.00;0.314116
0.35;5.00;0.615794
0.45;5.00;1.018227
0.55;5.00;1.521579
0.65;5.00;2.126059
0.75;5.00;2.831917
0.85;5.00;3.639443
0.95;5.00;4.548971
1.05;5.00;5.560874
1.15;5.00;6.675569
1.25;5.00;7.893513
1.35;5.00;9.215206
1.45;5.00;10.641187
1.56;5.00;12.172040
1.66;5.00;13.808387
1.76;5.00;15.550896
1.86;5.00;17.400272
1.96;5.00;19.357264
2.06;5.00;21.422662
2.16;5.00;23.597299
2.26;5.00;25.882048
2.36;5.00;28.277824
2.46;5.00;30.785583
2.56;5.00;33.406323
2.66;5.00;36.141085
2.76;5.00;38.990950
2.86;5.00;41.957041
2.96;5.00;45.040522
3.06;5.00;48.242599
3.16;5.00;51.564521
3.26;5.00;55.007576
3.36;5.00;58.573096
3.46;5.00;62.262453
3.56;5.00;66.077061
3.66;5.00;70.018376
3.76;5.00;74.087895
3.86;5.00;78.287157
3.96;5.00;82.617743
4.06;5.00;87.081275
4.16;5.00;91.679416
4.26;5.00;96.413871
4.36;5.00;101.286388
4.46;5.00;106.298755
4.57;5.00;111.452802
4.67;5.00;116.750401
4.77;5.00;122.193464
4.87;5.00;127.783947
4.97;5.00;133.523846
5.07;5.00;139.415199
5.17;5.00;145.460085
5.27;5.00;151.660627
5.37;5.00;158.018985
5.47;5.00;164.537366
5.57;5.00;171.218015
5.67;5.00;178.063219
5.77;5.00;185.075308
5.87;5.00;192.256652
5.97;5.00;199.609664
6.07;5.00;207.136797
6.17;5.00;214.840547
6.27;5.00;222.723451
6.37;5.00;230.788089
6.47;5.00;239.037079
6.57;5.00;247.473084
6.67;5.00;256.098808
6.77;5.00;264.916996
6.87;5.00;273.930433
6.97;5.00;283.141949
7.07;5.00;292.554413
7.17;5.00;302.170737
7.27;5.00;311.993874
7.37;5.00;322.026818
7.47;5.00;332.272605
7.58;5.00;342.734314
7.68;5.00;353.415063
7.78;5.00;364.318014
7.88;5.00;375.446370
7.98;5.00;386.803373
8.08;5.00;398.392311
8.18;5.00;410.216510
8.28;5.00;422.279340
8.38;5.00;434.584211
8.48;5.00;447.134574
8.58;5.00;459.933925
8.68;5.00;472.985797
8.78;5.00;486.293769
8.88;5.00;499.861458
8.98;5.00;513.692524
9.08;5.00;527.790670
9.18;5.00;542.159638
9.28;5.00;556.803214
9.38;5.00;571.725223
9.48;5.00;586.929534
9.58;5.00;602.420056
9.68;5.00;618.200741
9.78;5.00;634.275582
9.88;5.00;650.648612
9.98;5.00;667.323908
10.08;5.00;684.305588
10.18;5.00;701.597810
10.28;5.00;719.204776
10.38;5.00;737.130728
10.48;5.00;755.379949
10.59;5.00;773.956765
10.69;5.00;792.865544
10.79;5.00;812.110694
10.89;5.00;831.696665
10.99;5.00;851.627950
11.09;5.00;871.909082
11.19;5.00;892.544635
11.29;5.00;913.539227
11.39;5.00;934.897516
11.49;5.00;956.624202
11.59;5.00;978.724026
11.69;5.00;1001.201772
11.79;5.00;1024.062263
11.89;5.00;1047.310367
11.99;5.00;1070.950991
12.09;5.00;1094.989084
12.19;5.00;1119.429638
12.29;5.00;1144.277684
12.39;5.00;1169.538298
12.49;5.00;1195.216596
12.59;5.00;1221.317733
12.69;5.00;1247.846910
12.79;5.00;1274.809367
12.89;5.00;1302.210386
12.99;5.00;1330.055291
13.09;5.00;1358.349447
13.19;5.00;1387.098262
13.29;5.00;1416.307183
13.39;5.00;1445.981701
13.49;5.00;1476.127348
13.60;5.00;1506.749696
13.70;5.00;1537.854361
13.80;5.00;1569.446999
13.90;5.00;1601.533309
14.00;5.00;1634.119029
14.10;5.00;1667.209942
14.20;5.00;1700.811869
14.30;5.00;1734.930676
14.40;5.00;1769.572269
14.50;5.00;1804.742595
14.60;5.00;1840.447643
14.70;5.00;1876.693445
14.80;5.00;1913.486072
14.90;5.00;1950.831638
15.00;5.00;1988.736300
-15.00;6.00;2370.336300
-14.90;6.00;2327.343695
-14.80;6.00;2284.944333
-14.70;6.00;2243.132057
-14.60;6.00;2201.900755
-14.50;6.00;2161.244352
-14.40;6.00;2121.156820
-14.30;6.00;2081.632168
-14.20;6.00;2042.664448
-14.10;6.00;2004.247756
-14.00;6.00;1966.376225
-13.90;6.00;1929.044034
-13.80;6.00;1892.245402
-13.70;6.00;1855.974588
-13.60;6.00;1820.225894
-13.49;6.00;1784.993664
-13.39;6.00;1750.272284
-13.29;6.00;1716.056179
-13.19;6.00;1682.339819
-13.09;6.00;1649.117712
-12.99;6.00;1616.384411
-12.89;6.00;1584.134508
-12.79;6.00;1552.362638
-12.69;6.00;1521.063478
-12.59;6.00;1490.231745
-12.49;6.00;1459.862199
-12.39;6.00;1429.949641
-12.29;6.00;1400.488912
-12.19;6.00;1371.474899
-12.09;6.00;1342.902526
-11.99;6.00;1314.766760
-11.89;6.00;1287.062611
-11.79;6.00;1259.785130
-11.69;6.00;1232.929408
-11.59;6.00;1206.490579
-11.49;6.00;1180.463819
-11.39;6.00;1154.844345
-11.29;6.00;1129.627414
-11.19;6.00;1104.808328
-11.09;6.00;1080.382427
-10.99;6.00;1056.345096
-10.89;6.00;1032.691759
-10.79;6.00;1009.417883
-10.69;6.00;986.518975
-10.59;6.00;963.990586
-10.48;6.00;941.828306
-10.38;6.00;920.027769
-10.28;6.00;898.584649
-10.18;6.00;877.494662
-10.08;6.00;856.753565
-9.98;6.00;836.357159
-9.88;6.00;816.301283
-9.78;6.00;796.581820
-9.68;6.00;777.194694
-9.58;6.00;758.135872
-9.48;6.00;739.401359
-9.38;6.00;720.987204
-9.28;6.00;702.889499
-9.18;6.00;685.104375
-9.08;6.00;667.628005
-8.98;6.00;650.456605
-8.88;6.00;633.586432
-8.78;6.00;617.013783
-8.68;6.00;600.734999
-8.58;6.00;584.746462
-8.48;6.00;569.044593
-8.38;6.00;553.625859
-8.28;6.00;538.486765
-8.18;6.00;523.623859
-8.08;6.00;509.033731
-7.98;6.00;494.713012
-7.88;6.00;480.658374
-7.78;6.00;466.866532
-7.68;6.00;453.334241
-7.58;6.00;440.058299
-7.47;6.00;427.035545
-7.37;6.00;414.262860
-7.27;6.00;401.737165
-7.17;6.00;389.455425
-7.07;6.00;377.414645
-6.97;6.00;365.611872
-6.87;6.00;354.044195
-6.77;6.00;342.708743
-6.67;6.00;331.602689
-6.57;6.00;320.723245
-6.47;6.00;310.067667
-6.37;6.00;299.633251
-6.27;6.00;289.417336
-6.17;6.00;279.417301
-6.07;6.00;269.630568
-5.97;6.00;260.054598
-5.87;6.00;250.686898
-5.77;6.00;241.525012
-5.67;6.00;232.566529
-5.57;6.00;223.809078
-5.47;6.00;215.250329
-5.37;6.00;206.887996
-5.27;6.00;198.719832
-5.17;6.00;190.743632
-5.07;6.00;182.957235
-4.97;6.00;175.358519
-4.87;6.00;167.945404
-4.77;6.00;160.715852
-4.67;6.00;153.667867
-4.57;6.00;146.799494
-4.46;6.00;140.108820
-4.36;6.00;133.593973
-4.26;6.00;127.253124
-4.16;6.00;121.084483
-4.06;6.00;115.086304
-3.96;6.00;109.256882
-3.86;6.00;103.594552
-3.76;6.00;98.097694
-3.66;6.00;92.764725
-3.56;6.00;87.594109
-3.46;6.00;82.584346
-3.36;6.00;77.733982
-3.26;6.00;73.041602
-3.16;6.00;68.505835
-3.06;6.00;64.125347
-2.96;6.00;59.898852
-2.86;6.00;55.825100
-2.76;6.00;51.902886
-2.66;6.00;48.131045
-2.56;6.00;44.508454
-2.46;6.00;41.034032
-2.36;6.00;37.706738
-2.26;6.00;34.525576
-2.16;6.00;31.489587
-2.06;6.00;28.597857
-1.96;6.00;25.849513
-1.86;6.00;23.243723
-1.76;6.00;20.779696
-1.66;6.00;18.456684
-1.56;6.00;16.273981
-1.45;6.00;14.230919
-1.35;6.00;12.326876
-1.25;6.00;10.561269
-1.15;6.00;8.933557
-1.05;6.00;7.443242
-0.95;6.00;6.089866
-0.85;6.00;4.873013
-0.75;6.00;3.792309
-0.65;6.00;2.847420
-0.55;6.00;2.038056
-0.45;6.00;1.363968
-0.35;6.00;0.824946
-0.25;6.00;0.420826
-0.15;6.00;0.151482
-0.05;6.00;0.016830
0.05;6.00;0.016830
0.15;6.00;0.151482
0.25;6.00;0.420826
0.35;6.00;0.824946
0.45;6.00;1.363968
0.55;6.00;2.038056
0.65;6.00;2.847420
0.75;6.00;3.792309
0.85;6.00;4.873013
0.95;6.00;6.089866
1.05;6.00;7.443242
1.15;6.00;8.933557
1.25;6.00;10.561269
1.35;6.00;12.326876
1.45;6.00;14.230919
1.56;6.00;16.273981
1.66;6.00;18.456684
1.76;6.00;20.779696
1.86;6.00;23.243723
1.96;6.00;25.849513
2.06;6.00;28.597857
2.16;6.00;31.489587
2.26;6.00;34.525576
2.36;6.00;37.706738
2.46;6.00;41.034032
2.56;6.00;44.508454
2.66;6.00;48.131045
2.76;6.00;51.902886
2.86;6.00;55.825100
2.96;6.00;59.898852
3.06;6.00;64.125347
3.16;6.00;68.505835
3.26;6.00;73.041602
3.36;6.00;77.733982
3.46;6.00;82.584346
3.56;6.00;87.594109
3.66;6.00;92.764725
3.76;6.00;98.097694
3.86;6.00;103.594552
3.96;6.00;109.256882
4.06;6.00;115.086304
4.16;6.00;121.084483
4.26;6.00;127.253124
4.36;6.00;133.593973
4.46;6.00;140.108820
4.57;6.00;146.799494
4.67;6.00;153.667867
4.77;6.00;160.715852
4.87;6.00;167.945404
4.97;6.00;175.358519
5.07;6.00;182.957235
5.17;6.00;190.743632
5.27;6.00;198.719832
5.37;6.00;206.887996
5.47;6.00;215.250329
5.57;6.00;223.809078
5.67;6.00;232.566529
5.77;6.00;241.525012
5.87;6.00;250.686898
5.97;6.00;260.054598
6.07;6.00;269.630568
6.17;6.00;279.417301
6.27;6.00;289.417336
